#Position (bp)	Coverage
2.424081423E9	6.471517202481669
2.424086736E9	0.0
2.424092034E9	2.1820760068065796
2.4240973105E9	2.129179331306991
2.4241025485E9	0.34535686876438987
2.424107729E9	6.869877646144882
2.4241128665E9	1.6570425282871635
2.4241179815E9	0.0
2.42412308E9	11.614765364225407
2.4241281575E9	9.818648755432635
2.424133209E9	0.0
2.4241382495E9	54.90575396825397
2.424143266E9	3.6741438013218506
2.424148257E9	3561.8935658448586
2.4241532335E9	0.0
2.424158185E9	2.782749544442195
2.4241631205E9	7.598337388483374
2.424167966E9	4.071863836940533
2.4241727195E9	4.764532434709351
2.42417746E9	4.647158250581027
2.4241821845E9	2.7718405428329094
2.424186824E9	1.0582949813719045
2.4241911275E9	14.050692383778436
2.424195133E9	37.1023443408117
2.4241987975E9	0.0
2.4242021445E9	30.82563025210084
2.4242054065E9	1.6710526315789473
2.424208331E9	10.715468573579225
